user_id,activity_date,device_id,steps,active_minutes,resting_hr,sleep_minutes,sleep_deep_minutes,sleep_rem_minutes,sleep_light_minutes,calories
1,2025-09-30,2,7227,60,57.0,407,79,97,231,2129
1,2025-10-01,2,9705,90,60.9,454,79,116,259,2288
1,2025-10-02,2,7725,77,58.6,446,102,103,241,2130
1,2025-10-03,2,5750,54,58.3,438,60,114,264,2079
1,2025-10-04,2,7968,76,60.8,407,69,91,247,2228
1,2025-10-05,2,7101,77,62.4,383,59,86,238,2201
1,2025-10-06,2,10704,86,58.9,369,72,87,210,2421
1,2025-10-07,2,8822,79,57.0,444,67,95,282,2158
1,2025-10-08,2,8385,79,55.2,408,74,104,230,2286
1,2025-10-09,2,7277,58,59.3,278,54,63,161,2106
1,2025-10-10,2,9041,83,54.9,311,71,75,165,2280
1,2025-10-11,2,12261,114,52.7,378,56,74,248,2430
1,2025-10-12,2,7275,66,57.9,381,69,101,211,2264
1,2025-10-13,2,5921,47,58.9,361,70,87,204,2033
1,2025-10-14,2,9040,85,54.7,406,77,109,220,2253
1,2025-10-15,2,8813,78,59.6,397,77,94,226,2194
1,2025-10-16,2,8437,87,57.0,461,95,88,278,2270
1,2025-10-17,2,8499,89,59.2,513,103,130,280,2300
1,2025-10-18,2,10335,97,54.0,454,77,116,261,2333
1,2025-10-19,2,9451,76,56.4,500,100,111,289,2256
1,2025-10-20,2,7361,60,58.4,456,74,121,261,2103
1,2025-10-21,2,8103,60,59.8,354,50,71,233,2172
1,2025-10-22,2,8277,67,56.5,387,73,89,225,2213
1,2025-10-23,2,4333,33,56.7,495,81,125,289,1917
1,2025-10-24,2,6549,57,59.9,360,77,70,213,1954
1,2025-10-25,2,8291,65,57.4,417,60,100,257,2129
1,2025-10-26,2,10879,91,55.5,406,84,105,217,2319
1,2025-10-27,2,10516,80,54.3,424,97,98,229,2310
1,2025-10-28,2,11410,105,58.5,401,56,102,243,2519
1,2025-10-29,2,7889,70,55.8,408,90,97,221,2272
1,2025-10-30,2,9850,105,59.7,389,88,101,200,2365
1,2025-10-31,2,8445,84,59.1,444,81,87,276,2248
1,2025-11-01,2,5983,52,58.4,365,77,79,209,2121
1,2025-11-02,2,9549,84,54.8,418,56,112,250,2254
1,2025-11-03,2,8455,70,61.4,363,78,76,209,2122
1,2025-11-04,2,5891,52,58.2,413,80,76,257,2001
1,2025-11-05,2,8648,87,57.7,405,91,95,219,2320
1,2025-11-06,2,8243,68,57.3,382,80,92,210,2077
1,2025-11-07,2,10048,95,61.1,411,65,80,266,2352
1,2025-11-08,2,11497,106,54.6,444,85,86,273,2435
1,2025-11-09,2,8720,83,57.9,472,88,98,286,2265
1,2025-11-10,2,9079,87,57.0,471,71,91,309,2273
1,2025-11-11,2,10127,87,57.3,370,59,94,217,2335
1,2025-11-12,2,8467,72,53.9,436,76,90,270,2202
1,2025-11-13,2,8256,92,59.5,381,71,102,208,2355
1,2025-11-14,2,7178,66,56.2,457,91,91,275,2105
1,2025-11-15,2,9364,89,58.0,364,83,73,208,2211
1,2025-11-16,2,9507,87,57.3,408,73,82,253,2322
1,2025-11-17,2,8451,74,55.4,301,46,64,191,2206
1,2025-11-18,2,10011,94,58.6,477,77,114,286,2381
1,2025-11-19,2,6144,48,61.8,422,59,111,252,2012
1,2025-11-20,2,9791,87,55.7,426,67,112,247,2221
1,2025-11-21,2,6388,52,58.9,410,60,98,252,2028
1,2025-11-22,2,10010,73,58.5,490,75,130,285,2325
1,2025-11-23,2,7613,71,57.2,425,61,106,258,2202
1,2025-11-24,2,8258,75,56.3,341,69,85,187,2164
1,2025-11-25,2,9595,85,54.4,437,85,116,236,2294
1,2025-11-26,2,5219,34,60.1,366,73,96,197,1884
1,2025-11-27,2,7738,66,58.9,350,75,73,202,2157
1,2025-11-28,2,6371,62,58.0,387,61,94,232,2073
1,2025-11-29,2,11587,107,54.6,428,84,101,243,2412
1,2025-11-30,2,9131,97,58.2,417,64,104,249,2357
1,2025-12-01,2,9084,81,56.6,467,69,117,281,2261
1,2025-12-02,2,8088,86,56.9,395,70,107,218,2246
1,2025-12-03,2,3553,38,57.8,392,62,74,256,1892
1,2025-12-04,2,7557,63,57.7,465,84,85,296,2107
1,2025-12-05,2,8733,69,57.2,399,70,84,245,2198
1,2025-12-06,2,9454,95,56.6,403,82,102,219,2348
1,2025-12-07,2,8926,72,58.3,436,99,80,257,2238
1,2025-12-08,2,9306,81,56.0,392,62,85,245,2358
1,2025-12-09,2,7293,68,60.3,426,81,82,263,2163
1,2025-12-10,2,9738,87,57.5,448,67,104,277,2284
1,2025-12-11,2,8009,77,58.5,426,67,112,247,2210
1,2025-12-12,2,7999,63,56.5,477,88,111,278,2166
1,2025-12-13,2,9846,93,57.0,340,63,84,193,2278
1,2025-12-14,2,13081,127,48.8,361,82,66,213,2564
1,2025-12-15,2,9076,86,55.4,452,103,99,250,2250
1,2025-12-16,2,9788,87,56.5,488,102,119,267,2288
1,2025-12-17,2,10909,99,52.9,531,83,104,344,2301
1,2025-12-18,2,7725,67,58.8,398,78,86,234,2196
1,2025-12-19,2,8047,84,57.6,477,99,94,284,2199
1,2025-12-20,2,7931,76,58.5,399,70,106,223,2174
1,2025-12-21,2,8694,78,58.0,346,71,68,207,2298
1,2025-12-22,2,6685,68,54.0,424,75,106,243,2088
1,2025-12-23,2,9319,93,53.9,434,83,100,251,2307
1,2025-12-24,2,9710,88,57.2,393,86,76,231,2417
1,2025-12-25,2,7801,74,56.6,465,85,114,266,2233
1,2025-12-26,2,6922,75,58.0,446,64,88,294,2133
1,2025-12-27,2,13302,113,54.0,413,90,85,238,2570
1,2025-12-28,2,8325,82,56.8,452,73,101,278,2286
1,2025-12-29,2,6534,72,60.7,447,63,119,265,2137
1,2025-12-30,2,7618,61,61.4,398,71,104,223,2077
1,2025-12-31,2,7270,66,57.5,438,99,108,231,2077
2,2024-07-10,2,9853,85,64.7,396,89,83,224,2112
2,2024-07-11,2,7549,76,69.6,470,68,101,301,1963
2,2024-07-12,2,5507,66,65.5,459,97,106,256,1881
2,2024-07-13,2,5647,58,73.4,430,70,92,268,1878
2,2024-07-14,2,9033,84,65.7,396,79,94,223,2035
2,2024-07-15,2,6995,62,68.7,399,67,89,243,1809
2,2024-07-16,2,11330,101,65.5,414,61,107,246,2261
2,2024-07-17,2,9173,79,67.6,368,55,71,242,2065
2,2024-07-18,2,8491,67,72.7,386,65,96,225,1967
2,2024-07-19,2,8740,77,68.9,425,74,91,260,2133
2,2024-07-20,2,8621,77,65.6,463,69,101,293,2004
2,2024-07-21,2,8312,68,69.1,455,104,99,252,1880
2,2024-07-22,2,6057,65,68.7,405,54,78,273,1863
2,2024-07-23,2,10272,81,67.8,424,84,104,236,1949
2,2024-07-24,2,8684,74,66.2,471,95,90,286,2050
2,2024-07-25,2,8196,75,68.9,480,67,99,314,1899
2,2024-07-26,2,7205,51,68.0,363,71,72,220,1798
2,2024-07-27,2,8670,82,64.1,448,87,120,241,2159
2,2024-07-28,2,10197,99,66.3,428,73,97,258,2175
2,2024-07-29,2,8134,71,72.0,413,74,107,232,1933
2,2024-07-30,2,12009,116,66.2,344,64,68,212,2255
2,2024-07-31,2,12225,114,64.4,342,70,79,193,2361
2,2024-08-01,2,5732,48,70.0,330,67,80,183,1769
2,2024-08-02,2,4377,41,70.3,472,89,93,290,1654
2,2024-08-03,2,12089,106,63.8,423,66,76,281,2364
2,2024-08-04,2,8221,72,67.5,422,83,91,248,1936
2,2024-08-05,2,8600,89,64.0,411,70,104,237,2022
2,2024-08-06,2,8286,72,71.2,374,63,98,213,1908
2,2024-08-07,2,8912,87,68.6,362,74,74,214,2080
2,2024-08-08,2,11781,104,63.1,326,47,81,198,2291
2,2024-08-09,2,10319,90,67.4,486,73,108,305,2183
2,2024-08-10,2,6629,75,68.6,429,84,88,257,1822
2,2024-08-11,2,11742,105,67.3,483,65,97,321,2204
2,2024-08-12,2,9356,88,69.1,349,52,67,230,2043
2,2024-08-13,2,10491,105,66.2,394,74,88,232,2204
2,2024-08-14,2,8667,72,67.8,434,96,92,246,1959
2,2024-08-15,2,9794,97,69.4,428,96,101,231,2186
2,2024-08-16,2,5370,50,69.7,421,84,97,240,1772
2,2024-08-17,2,8957,83,67.2,473,95,104,274,1982
2,2024-08-18,2,11524,111,66.2,400,81,90,229,2305
2,2024-08-19,2,11167,105,70.0,439,73,118,248,2215
2,2024-08-20,2,12503,109,65.7,441,73,115,253,2297
2,2024-08-21,2,7929,76,72.8,444,90,95,259,1970
2,2024-08-22,2,8168,77,68.9,447,94,111,242,1972
2,2024-08-23,2,7082,54,68.9,345,77,86,182,1768
2,2024-08-24,2,10805,95,64.1,400,84,80,236,2125
2,2024-08-25,2,6282,64,70.7,444,88,114,242,1869
2,2024-08-26,2,5951,61,67.2,347,72,78,197,1865
2,2024-08-27,2,9085,74,67.2,415,82,81,252,1931
2,2024-08-28,2,7970,76,66.2,491,73,110,308,1985
2,2024-08-29,2,4446,43,72.1,426,81,102,243,1765
2,2024-08-30,2,7442,56,65.4,393,65,92,236,1850
2,2024-08-31,2,12175,114,62.4,406,70,83,253,2254
2,2024-09-01,2,12124,104,65.8,434,68,98,268,2259
2,2024-09-02,2,10533,99,67.2,504,114,98,292,2059
2,2024-09-03,2,6737,62,68.3,447,83,81,283,1803
2,2024-09-04,2,5466,53,70.5,444,66,82,296,1815
2,2024-09-05,2,8598,81,67.3,472,78,96,298,1974
2,2024-09-06,2,6374,57,70.6,327,61,66,200,1843
2,2024-09-07,2,9418,86,67.4,413,70,81,262,2067
2,2024-09-08,2,13330,121,64.5,446,75,84,287,2321
2,2024-09-09,2,7316,62,72.5,475,70,111,294,1916
2,2024-09-10,2,8640,84,66.8,397,86,93,218,2042
2,2024-09-11,2,7667,79,65.7,453,95,121,237,1993
2,2024-09-12,2,8019,73,70.8,372,81,79,212,2011
2,2024-09-13,2,10521,82,69.1,362,49,92,221,2044
2,2024-09-14,2,4710,35,70.7,426,77,106,243,1738
2,2024-09-15,2,9594,90,66.9,439,72,90,277,2099
2,2024-09-16,2,5117,55,71.6,427,68,115,244,1715
2,2024-09-17,2,8804,77,70.7,366,49,78,239,2036
2,2024-09-18,2,6984,58,67.2,378,81,85,212,1898
2,2024-09-19,2,9629,92,65.0,420,67,103,250,2060
2,2024-09-20,2,9981,96,65.3,450,97,93,260,2130
2,2024-09-21,2,11933,100,61.0,465,85,94,286,2366
2,2024-09-22,2,9792,82,67.3,424,74,114,236,2096
2,2024-09-23,2,5588,46,69.5,504,95,129,280,1729
2,2024-09-24,2,4650,37,70.9,375,68,98,209,1653
2,2024-09-25,2,8017,67,69.6,450,85,106,259,1991
2,2024-09-26,2,6766,57,72.6,460,101,113,246,1847
2,2024-09-27,2,8717,89,67.2,396,90,104,202,2054
2,2024-09-28,2,9777,83,67.0,423,70,76,277,2080
2,2024-09-29,2,10607,95,65.2,324,74,80,170,2079
2,2024-09-30,2,6791,65,72.6,392,56,85,251,1907
2,2024-10-01,2,7837,73,68.1,470,101,115,254,1861
2,2024-10-02,2,8515,64,71.4,428,91,84,253,1956
2,2024-10-03,2,5601,53,72.6,412,94,103,215,1758
2,2024-10-04,2,8155,84,68.6,429,68,92,269,1925
2,2024-10-05,2,10891,99,62.2,444,91,109,244,2266
2,2024-10-06,2,11894,110,66.0,478,92,98,288,2285
2,2024-10-07,2,6844,61,71.4,474,102,113,259,1918
2,2024-10-08,2,7890,68,68.7,431,75,102,254,1838
2,2024-10-09,2,9295,78,66.8,399,81,79,239,2105
2,2024-10-10,2,8996,85,68.9,398,53,86,259,2099
2,2024-10-11,2,6894,63,70.3,452,64,111,277,1875
2,2024-10-12,2,8683,72,65.8,395,77,95,223,1999
2,2024-10-13,2,8083,83,70.7,386,52,101,233,1993
2,2024-10-14,2,11883,104,60.6,400,82,94,224,2273
2,2024-10-15,2,14067,120,62.6,443,73,87,283,2442
2,2024-10-16,2,9083,89,65.8,339,47,75,217,2034
2,2024-10-17,2,12323,106,68.3,501,76,92,333,2285
2,2024-10-18,2,6885,62,70.3,461,85,115,261,1854
2,2024-10-19,2,9390,86,68.6,425,68,111,246,2093
2,2024-10-20,2,7775,63,69.1,407,74,94,239,1866
2,2024-10-21,2,6674,64,72.0,418,91,75,252,1829
2,2024-10-22,2,9228,90,68.1,397,54,100,243,1989
2,2024-10-23,2,8873,80,67.6,415,95,98,222,1964
2,2024-10-24,2,7693,72,68.8,468,66,117,285,1988
2,2024-10-25,2,10162,93,72.0,475,89,113,273,2077
2,2024-10-26,2,12405,116,62.9,434,67,108,259,2364
2,2024-10-27,2,8472,83,66.8,387,85,102,200,2073
2,2024-10-28,2,6817,68,68.7,445,87,97,261,1860
2,2024-10-29,2,12247,110,60.4,487,66,123,298,2312
2,2024-10-30,2,10519,91,70.8,402,63,82,257,2073
2,2024-10-31,2,9224,81,68.0,412,57,110,245,1970
2,2024-11-01,2,11734,99,68.2,419,61,98,260,2223
2,2024-11-02,2,10649,96,69.4,364,79,78,207,2223
2,2024-11-03,2,8081,82,69.4,426,77,86,263,2087
2,2024-11-04,2,10988,88,64.4,490,86,131,273,2103
2,2024-11-05,2,7431,68,68.4,385,63,70,252,1922
2,2024-11-06,2,6531,65,70.3,404,77,103,224,1854
2,2024-11-07,2,8010,67,70.1,425,68,112,245,1873
2,2024-11-08,2,7787,81,67.2,326,60,73,193,1901
2,2024-11-09,2,5724,57,70.6,430,60,86,284,1728
2,2024-11-10,2,9360,84,67.3,493,70,121,302,2043
2,2024-11-11,2,8083,78,70.0,344,78,67,199,1966
2,2024-11-12,2,6312,55,69.5,384,63,95,226,1788
2,2024-11-13,2,8187,64,66.1,427,79,81,267,1954
2,2024-11-14,2,9647,81,63.6,404,70,83,251,2131
2,2024-11-15,2,9981,86,66.3,402,73,75,254,2104
2,2024-11-16,2,7835,69,73.4,499,99,118,282,1941
2,2024-11-17,2,11114,93,66.6,396,61,78,257,2114
2,2024-11-18,2,8391,75,73.6,442,60,96,286,1984
2,2024-11-19,2,9523,86,66.2,435,60,79,296,2094
2,2024-11-20,2,5379,50,70.2,435,66,85,284,1738
2,2024-11-21,2,11057,98,66.4,361,83,69,209,2177
2,2024-11-22,2,7356,73,72.0,444,91,114,239,1956
2,2024-11-23,2,7316,72,66.9,469,71,88,310,1845
2,2024-11-24,2,8152,68,69.5,450,96,116,238,1952
2,2024-11-25,2,9711,89,71.0,409,63,74,272,2071
2,2024-11-26,2,8093,74,71.8,435,62,88,285,1983
2,2024-11-27,2,10166,94,66.5,530,105,126,299,2103
2,2024-11-28,2,7426,78,68.5,380,49,74,257,2118
2,2024-11-29,2,7884,65,69.7,430,79,112,239,1869
2,2024-11-30,2,8639,87,68.8,451,103,107,241,2067
2,2024-12-01,2,8856,71,66.2,465,85,106,274,1921
2,2024-12-02,2,8366,72,66.7,414,84,89,241,1951
2,2024-12-03,2,6502,58,67.2,437,73,111,253,1946
2,2024-12-04,2,10706,99,65.7,395,82,96,217,2142
2,2024-12-05,2,9787,82,66.1,443,82,99,262,2048
2,2024-12-06,2,8330,81,69.9,461,90,115,256,2040
2,2024-12-07,2,8307,74,65.2,373,63,75,235,1973
2,2024-12-08,2,9044,86,64.0,490,82,113,295,1981
2,2024-12-09,2,7406,64,70.1,471,92,124,255,1833
2,2024-12-10,2,7382,54,66.4,369,75,88,206,1737
2,2024-12-11,2,12125,103,64.2,398,60,76,262,2252
2,2024-12-12,2,12529,116,59.9,403,69,104,230,2289
2,2024-12-13,2,5458,59,73.9,386,65,89,232,1697
2,2024-12-14,2,14260,140,63.8,436,68,80,288,2531
2,2024-12-15,2,9736,80,65.1,464,77,105,282,2104
2,2024-12-16,2,8554,89,70.4,388,76,99,213,2038
2,2024-12-17,2,9160,75,64.1,369,68,88,213,2097
2,2024-12-18,2,8714,84,71.1,356,66,70,220,2033
2,2024-12-19,2,10577,102,68.0,506,96,122,288,2199
2,2024-12-20,2,4553,38,71.1,475,64,124,287,1594
2,2024-12-21,2,13689,131,67.5,442,82,80,280,2410
2,2024-12-22,2,7103,61,67.7,484,66,103,315,1913
2,2024-12-23,2,8914,75,63.8,501,113,131,257,1971
2,2024-12-24,2,7706,77,68.6,445,78,92,275,2040
2,2024-12-25,2,6606,71,70.6,412,73,97,242,1909
2,2024-12-26,2,9497,77,70.2,466,73,113,280,2131
2,2024-12-27,2,5294,49,69.5,361,48,94,219,1743
2,2024-12-28,2,8838,69,68.1,370,68,82,220,1971
2,2024-12-29,2,11245,107,66.5,452,61,122,269,2285
2,2024-12-30,2,9218,89,65.4,492,102,101,289,2032
2,2024-12-31,2,7607,58,70.3,341,55,78,208,1884
2,2025-01-01,2,8905,75,66.5,435,83,85,267,2031
2,2025-01-02,2,9752,86,64.0,436,80,111,245,2077
2,2025-01-03,2,7824,64,70.9,386,59,80,247,1891
2,2025-01-04,2,7133,73,68.8,401,87,104,210,1933
2,2025-01-05,2,11705,100,65.4,398,60,103,235,2167
2,2025-01-06,2,7350,72,68.5,476,103,99,274,1903
2,2025-01-07,2,7471,68,66.5,449,66,85,298,1931
2,2025-01-08,2,8350,76,69.4,510,67,130,313,1956
2,2025-01-09,2,10018,90,68.4,336,59,66,211,2045
2,2025-01-10,2,5064,44,71.4,461,89,101,271,1767
2,2025-01-11,2,7806,66,66.2,440,82,84,274,1968
2,2025-01-12,2,7074,58,65.6,381,80,77,224,1904
2,2025-01-13,2,6568,68,68.8,363,83,89,191,1889
2,2025-01-14,2,7176,65,70.8,412,63,84,265,1857
2,2025-01-15,2,7252,64,70.5,438,87,115,236,1843
2,2025-01-16,2,7716,79,71.2,432,56,116,260,1938
2,2025-01-17,2,9188,90,68.3,458,97,117,244,2130
2,2025-01-18,2,9467,82,66.6,429,69,99,261,2038
2,2025-01-19,2,9863,84,63.3,454,88,96,270,2143
2,2025-01-20,2,7027,68,70.9,361,57,86,218,1861
2,2025-01-21,2,9983,92,67.0,415,66,107,242,2128
2,2025-01-22,2,11511,114,66.7,482,94,117,271,2228
2,2025-01-23,2,8579,85,67.3,435,85,110,240,2109
2,2025-01-24,2,7211,61,68.8,423,56,104,263,1955
2,2025-01-25,2,7990,74,66.1,403,87,93,223,2041
2,2025-01-26,2,9203,84,65.9,427,57,89,281,2068
2,2025-01-27,2,9809,87,68.4,474,68,100,306,2071
2,2025-01-28,2,12039,120,63.3,438,74,91,273,2262
2,2025-01-29,2,8718,78,67.2,377,58,86,233,2015
2,2025-01-30,2,8167,77,70.5,410,68,101,241,2031
2,2025-01-31,2,7838,74,70.1,403,84,81,238,1995
2,2025-02-01,2,8690,80,66.3,453,103,98,252,1939
2,2025-02-02,2,4728,50,72.3,419,71,106,242,1737
2,2025-02-03,2,9137,79,63.8,458,105,83,270,1979
2,2025-02-04,2,10800,91,65.6,385,60,89,236,2269
2,2025-02-05,2,9053,79,67.1,478,83,90,305,2008
2,2025-02-06,2,9226,81,67.2,425,70,92,263,2007
2,2025-02-07,2,5545,47,72.0,451,63,116,272,1923
2,2025-02-08,2,9217,79,69.3,517,85,120,312,2011
2,2025-02-09,2,11767,108,66.1,410,71,86,253,2267
2,2025-02-10,2,7090,67,70.8,424,81,103,240,2015
2,2025-02-11,2,8771,79,68.4,512,101,107,304,2017
2,2025-02-12,2,11131,103,66.3,401,66,96,239,2084
2,2025-02-13,2,11114,95,65.6,498,76,117,305,2137
2,2025-02-14,2,9589,87,65.0,456,91,102,263,2155
2,2025-02-15,2,10306,101,70.5,435,72,93,270,2131
2,2025-02-16,2,10767,93,67.1,509,100,122,287,2155
2,2025-02-17,2,5482,51,67.0,372,66,94,212,1706
2,2025-02-18,2,8151,73,65.0,346,74,77,195,1941
2,2025-02-19,2,6692,64,71.0,424,80,83,261,1887
2,2025-02-20,2,7900,69,70.3,456,97,121,238,1982
2,2025-02-21,2,9453,79,67.7,409,72,104,233,2085
2,2025-02-22,2,9764,88,65.6,397,66,75,256,2169
2,2025-02-23,2,9995,89,67.7,422,64,93,265,2038
2,2025-02-24,2,11220,108,66.0,395,55,77,263,2321
2,2025-02-25,2,9995,83,70.7,407,68,83,256,2091
2,2025-02-26,2,8302,62,72.2,329,43,81,205,1983
2,2025-02-27,2,5447,45,71.1,406,70,109,227,1748
2,2025-02-28,2,5134,46,70.1,367,70,98,199,1764
2,2025-03-01,2,10719,108,66.5,420,76,103,241,2145
2,2025-03-02,2,13300,114,63.2,468,63,118,287,2304
2,2025-03-03,2,9687,101,67.3,423,65,93,265,2198
2,2025-03-04,2,8312,72,71.4,343,71,77,195,1947
2,2025-03-05,2,7624,77,68.7,375,60,98,217,1967
2,2025-03-06,2,8144,77,67.8,338,62,88,188,1908
2,2025-03-07,2,9229,78,67.1,479,78,99,302,1966
2,2025-03-08,2,5054,41,72.7,443,91,112,240,1738
2,2025-03-09,2,5347,37,71.2,383,77,99,207,1683
2,2025-03-10,2,10775,86,65.0,467,92,125,250,2129
2,2025-03-11,2,13434,130,68.5,381,53,90,238,2451
2,2025-03-12,2,7292,65,73.0,371,61,77,233,1941
2,2025-03-13,2,10954,103,65.9,375,65,81,229,2186
2,2025-03-14,2,10293,93,68.5,405,82,76,247,2271
2,2025-03-15,2,7922,82,71.2,361,61,74,226,2047
2,2025-03-16,2,9650,87,69.9,454,103,98,253,2018
2,2025-03-17,2,10827,100,70.1,505,89,120,296,2132
2,2025-03-18,2,9753,93,68.5,402,92,84,226,2122
2,2025-03-19,2,9470,85,71.9,509,85,127,297,2013
2,2025-03-20,2,8946,75,67.3,414,82,76,256,2028
2,2025-03-21,2,8988,97,70.6,448,65,93,290,2095
2,2025-03-22,2,9936,89,70.7,302,54,62,186,2160
2,2025-03-23,2,12552,116,68.0,375,72,74,229,2367
2,2025-03-24,2,7673,58,67.7,365,50,84,231,1874
2,2025-03-25,2,9359,84,66.7,517,95,131,291,2142
2,2025-03-26,2,10362,83,65.0,409,81,86,242,2119
2,2025-03-27,2,9429,75,71.9,463,98,104,261,2001
2,2025-03-28,2,7229,62,69.0,411,86,106,219,1879
2,2025-03-29,2,9962,85,70.3,426,66,107,253,2176
2,2025-03-30,2,5913,56,67.8,431,66,106,259,1865
2,2025-03-31,2,7890,83,67.7,449,70,109,270,1957
2,2025-04-01,2,11094,98,67.6,397,91,104,202,2233
2,2025-04-02,2,8122,67,65.9,420,95,85,240,1852
2,2025-04-03,2,6480,57,69.4,392,73,71,248,1770
2,2025-04-04,2,11173,99,66.1,363,48,68,247,2205
2,2025-04-05,2,5967,53,69.2,370,69,90,211,1799
2,2025-04-06,2,11860,109,67.4,513,93,108,312,2247
2,2025-04-07,2,5577,42,70.9,325,55,73,197,1757
2,2025-04-08,2,7626,72,65.4,478,96,112,270,1938
2,2025-04-09,2,10111,104,70.3,498,97,120,281,2200
2,2025-04-10,2,7004,58,67.5,480,65,114,301,1893
2,2025-04-11,2,5938,68,71.2,436,77,83,276,1914
2,2025-04-12,2,9345,94,70.8,434,71,113,250,2112
2,2025-04-13,2,12087,111,65.0,416,73,112,231,2271
2,2025-04-14,2,7055,67,67.9,430,59,108,263,1905
2,2025-04-15,2,8058,75,69.7,399,90,97,212,1912
2,2025-04-16,2,10225,97,64.9,366,84,88,194,2115
2,2025-04-17,2,7817,76,66.7,453,102,90,261,2094
2,2025-04-18,2,7574,62,66.2,462,67,118,277,1878
2,2025-04-19,2,7475,68,66.3,399,88,97,214,1896
2,2025-04-20,2,6612,61,69.1,449,74,117,258,1861
2,2025-04-21,2,10678,94,66.2,339,68,82,189,2068
2,2025-04-22,2,7046,59,68.9,501,98,101,302,1863
2,2025-04-23,2,10522,98,66.5,422,91,106,225,2086
2,2025-04-24,2,7148,53,71.7,454,72,84,298,1871
2,2025-04-25,2,6347,62,68.5,396,52,99,245,1814
2,2025-04-26,2,11610,97,63.2,414,72,95,247,2226
2,2025-04-27,2,11842,112,61.7,389,60,82,247,2279
2,2025-04-28,2,3620,32,70.8,453,97,91,265,1658
2,2025-04-29,2,10416,88,65.6,395,54,75,266,2124
2,2025-04-30,2,7746,63,66.4,356,74,80,202,1949
2,2025-05-01,2,9868,87,68.5,472,78,122,272,2103
2,2025-05-02,2,7573,77,70.6,390,73,83,234,2011
2,2025-05-03,2,12764,118,65.2,448,71,96,281,2398
2,2025-05-04,2,7053,65,70.8,443,77,97,269,1876
2,2025-05-05,2,10756,101,66.9,428,75,107,246,2253
2,2025-05-06,2,10074,98,68.8,446,58,112,276,2199
2,2025-05-07,2,9727,92,65.5,512,71,134,307,2082
2,2025-05-08,2,6219,54,70.7,409,84,106,219,1942
2,2025-05-09,2,6856,66,71.4,406,86,101,219,1823
2,2025-05-10,2,11088,92,66.5,409,67,82,260,2193
2,2025-05-11,2,12824,116,67.7,363,56,77,230,2313
2,2025-05-12,2,8816,85,67.1,455,100,97,258,2089
2,2025-05-13,2,9336,77,70.3,424,81,92,251,1991
2,2025-05-14,2,6881,53,68.8,414,83,103,228,1816
2,2025-05-15,2,5045,40,71.6,444,99,91,254,1709
2,2025-05-16,2,10442,96,66.4,432,63,79,290,2125
2,2025-05-17,2,8669,80,68.9,330,73,85,172,2044
2,2025-05-18,2,6766,61,69.4,434,86,101,247,1854
2,2025-05-19,2,7220,71,68.7,422,89,89,244,1918
2,2025-05-20,2,7673,72,67.4,529,115,111,303,1898
2,2025-05-21,2,10706,93,65.6,304,58,56,190,2194
2,2025-05-22,2,6917,56,70.2,377,85,100,192,1865
2,2025-05-23,2,6706,62,70.1,387,86,82,219,1855
2,2025-05-24,2,10147,95,68.0,451,102,114,235,2088
2,2025-05-25,2,7118,57,67.6,439,85,112,242,1894
2,2025-05-26,2,7865,62,70.4,346,52,83,211,1942
2,2025-05-27,2,9012,88,70.4,415,61,78,276,2079
2,2025-05-28,2,5431,30,71.6,500,77,116,307,1672
2,2025-05-29,2,11454,97,66.2,426,86,99,241,2224
2,2025-05-30,2,6301,61,68.2,426,96,95,235,1784
2,2025-05-31,2,9079,82,70.8,445,84,98,263,2000
2,2025-06-01,2,9731,96,68.3,495,111,127,257,2138
2,2025-06-02,2,8036,74,67.5,465,87,106,272,1929
2,2025-06-03,2,7880,67,69.7,293,54,69,170,1902
2,2025-06-04,2,11590,93,63.4,389,85,78,226,2251
2,2025-06-05,2,6724,63,71.8,423,57,100,266,1952
2,2025-06-06,2,8868,94,70.0,459,75,95,289,1995
2,2025-06-07,2,9485,88,66.3,378,68,82,228,2034
2,2025-06-08,2,9308,89,66.3,399,87,104,208,2081
2,2025-06-09,2,8998,90,65.4,462,85,101,276,2073
2,2025-06-10,2,8655,75,68.7,461,76,98,287,2026
2,2025-06-11,2,6724,61,70.8,356,63,87,206,1949
2,2025-06-12,2,7658,73,70.5,438,83,110,245,1990
2,2025-06-13,2,6660,70,71.0,384,87,77,220,1832
2,2025-06-14,2,12275,108,64.2,349,52,69,228,2326
2,2025-06-15,2,16241,143,67.5,385,57,101,227,2492
2,2025-06-16,2,9294,76,65.0,455,71,110,274,1995
2,2025-06-17,2,9860,80,66.1,343,53,78,212,2058
2,2025-06-18,2,9202,82,67.1,480,99,99,282,1987
2,2025-06-19,2,6423,67,71.9,415,91,104,220,1911
2,2025-06-20,2,5939,59,70.3,472,74,98,300,1925
2,2025-06-21,2,8935,85,67.1,494,77,116,301,2047
2,2025-06-22,2,8045,67,65.8,449,59,84,306,2013
2,2025-06-23,2,6430,55,70.3,470,62,86,322,1817
2,2025-06-24,2,10662,88,67.5,440,95,87,258,2055
2,2025-06-25,2,7307,75,70.9,399,69,95,235,1969
2,2025-06-26,2,5363,52,72.3,420,65,105,250,1674
2,2025-06-27,2,7370,68,66.5,433,72,85,276,1880
2,2025-06-28,2,9067,79,70.0,398,71,92,235,1933
2,2025-06-29,2,10316,86,67.2,442,92,98,252,2128
2,2025-06-30,2,6720,71,70.0,403,57,93,253,1931
