user_id,log_date,meal_type,calories,protein_g,carbs_g,fat_g
2,2024-08-22,dinner,715.0,50.3,88.3,17.8
2,2024-08-22,lunch,916.0,71.1,108.1,22.1
2,2024-08-23,snack,359.0,25.6,42.8,9.5
2,2024-08-23,dinner,981.0,67.1,99.3,35.0
2,2024-08-23,breakfast,1345.0,86.4,173.4,34.0
2,2024-08-24,snack,885.0,44.5,108.8,30.2
2,2024-08-24,lunch,1689.0,98.1,189.0,60.0
2,2024-08-25,breakfast,210.0,17.7,23.1,5.2
2,2024-08-25,dinner,852.0,60.6,99.2,23.7
2,2024-08-25,snack,636.0,43.2,72.6,19.2
2,2024-08-25,lunch,1136.0,77.2,112.9,41.7
2,2024-08-26,dinner,1170.0,74.8,156.2,27.3
2,2024-08-26,lunch,1648.0,97.9,199.2,51.1
2,2024-08-27,breakfast,2609.0,222.9,204.8,99.8
2,2024-08-27,lunch,198.0,16.1,18.8,6.5
2,2024-08-29,snack,1492.0,101.7,178.9,41.1
2,2024-08-29,dinner,830.0,56.9,96.6,24.0
2,2024-08-29,breakfast,568.0,42.0,54.6,20.2
2,2024-08-30,dinner,1659.0,96.0,235.5,37.0
2,2024-08-30,snack,93.0,6.6,11.4,2.3
2,2024-08-30,lunch,801.0,55.1,83.1,27.6
2,2024-08-31,snack,180.0,11.1,23.3,4.7
2,2024-08-31,lunch,939.0,72.7,94.6,30.0
2,2024-08-31,dinner,200.0,10.7,27.1,5.4
2,2024-08-31,breakfast,1381.0,80.4,183.7,36.0
2,2024-09-02,lunch,1936.0,137.2,227.2,53.2
2,2024-09-02,breakfast,623.0,49.0,70.5,16.1
2,2024-09-03,breakfast,403.0,24.8,43.9,14.2
2,2024-09-03,snack,188.0,13.6,17.8,7.0
2,2024-09-03,lunch,360.0,28.9,35.4,11.4
2,2024-09-03,dinner,1861.0,118.8,197.6,66.2
2,2024-09-04,snack,641.0,40.9,63.3,24.9
2,2024-09-04,lunch,148.0,7.5,19.0,4.6
2,2024-09-04,breakfast,755.0,59.2,65.1,28.7
2,2024-09-04,dinner,1035.0,70.8,115.7,32.1
2,2024-09-05,dinner,223.0,18.9,21.1,7.0
2,2024-09-05,breakfast,484.0,26.6,56.0,17.1
2,2024-09-05,lunch,1545.0,124.6,179.2,36.6
2,2024-09-05,snack,154.0,11.3,14.4,5.7
2,2024-09-07,dinner,1266.0,98.9,125.4,41.0
2,2024-09-07,lunch,160.0,9.8,17.9,5.4
2,2024-09-07,snack,1478.0,122.6,127.3,53.1
2,2024-09-08,breakfast,2020.0,103.0,233.6,74.8
2,2024-09-08,lunch,639.0,35.9,81.0,19.0
2,2024-09-09,breakfast,1496.0,75.6,208.0,40.2
2,2024-09-09,snack,604.0,45.0,67.2,17.2
2,2024-09-09,lunch,609.0,36.0,84.5,14.1
2,2024-09-11,breakfast,2106.0,149.4,255.1,54.2
2,2024-09-11,lunch,681.0,34.1,89.8,20.6
2,2024-09-12,dinner,420.0,34.6,44.2,11.7
2,2024-09-12,snack,1972.0,111.8,271.2,48.9
2,2024-09-13,dinner,331.0,27.1,28.1,12.2
2,2024-09-13,snack,1685.0,131.1,199.0,40.5
2,2024-09-13,breakfast,580.0,42.5,57.0,20.2
2,2024-09-13,lunch,258.0,17.9,26.1,9.1
2,2024-09-15,lunch,180.0,13.3,20.7,4.9
2,2024-09-15,snack,499.0,43.2,44.8,16.3
2,2024-09-15,breakfast,768.0,40.3,96.0,24.7
2,2024-09-15,dinner,1262.0,80.9,124.4,49.0
2,2024-09-16,breakfast,1651.0,135.8,181.3,42.5
2,2024-09-16,snack,729.0,37.3,81.8,28.1
2,2024-09-16,dinner,297.0,23.4,31.3,8.7
2,2024-09-17,dinner,454.0,32.6,55.0,11.5
2,2024-09-17,lunch,357.0,23.9,46.2,8.5
2,2024-09-17,snack,316.0,17.6,43.9,7.8
2,2024-09-17,breakfast,1400.0,119.7,151.2,35.2
2,2024-09-18,snack,1315.0,79.4,181.9,30.0
2,2024-09-18,breakfast,1419.0,97.3,182.6,33.3
2,2024-09-19,breakfast,1327.0,94.2,167.5,31.1
2,2024-09-19,snack,1166.0,95.7,131.9,28.4
2,2024-09-21,lunch,263.0,18.1,32.6,6.7
2,2024-09-21,snack,941.0,52.0,119.4,28.4
2,2024-09-21,dinner,1716.0,147.2,132.0,66.6
2,2024-09-24,snack,1623.0,111.6,210.9,37.0
2,2024-09-24,lunch,1018.0,53.7,143.1,25.6
2,2024-09-25,breakfast,611.0,35.4,80.3,16.5
2,2024-09-25,snack,1996.0,109.4,244.8,64.4
2,2024-09-27,breakfast,1108.0,87.3,96.2,41.5
2,2024-09-27,snack,582.0,47.8,56.6,18.3
2,2024-09-27,dinner,1094.0,79.6,134.1,26.6
2,2024-09-28,lunch,674.0,52.3,78.1,16.9
2,2024-09-28,breakfast,618.0,40.9,74.3,17.5
2,2024-09-28,dinner,1313.0,72.2,161.0,42.3
2,2024-09-30,breakfast,1250.0,106.5,135.3,31.4
2,2024-09-30,lunch,1130.0,62.1,124.6,42.6
2,2024-09-30,dinner,197.0,12.7,20.4,7.2
2,2024-10-02,breakfast,1280.0,99.2,118.5,45.5
2,2024-10-02,lunch,1209.0,67.7,159.9,33.2
2,2024-10-02,dinner,173.0,13.5,15.0,6.5
2,2024-10-04,snack,412.0,24.8,57.0,9.4
2,2024-10-04,dinner,276.0,15.6,30.8,10.0
2,2024-10-04,lunch,1647.0,137.3,180.5,41.7
2,2024-10-04,breakfast,462.0,39.2,36.0,17.9
2,2024-10-05,dinner,693.0,44.9,69.5,26.2
2,2024-10-05,snack,1873.0,154.7,215.6,43.5
2,2024-10-07,lunch,1171.0,77.5,140.9,33.0
2,2024-10-07,snack,1451.0,104.7,145.0,50.2
2,2024-10-08,breakfast,2286.0,151.5,263.3,69.7
2,2024-10-08,lunch,413.0,21.1,47.2,15.5
2,2024-10-10,dinner,695.0,57.1,56.5,26.7
2,2024-10-10,snack,1885.0,117.0,249.1,46.7
2,2024-10-11,lunch,2191.0,154.3,209.7,81.7
2,2024-10-11,breakfast,401.0,21.4,52.3,11.8
2,2024-10-14,lunch,1255.0,108.9,139.6,29.0
2,2024-10-14,breakfast,1082.0,68.0,132.5,31.1
2,2024-10-14,snack,240.0,19.2,20.6,9.0
2,2024-10-15,dinner,1172.0,67.5,152.4,32.5
2,2024-10-15,lunch,1459.0,116.3,131.6,51.9
2,2024-10-18,breakfast,1238.0,83.8,129.3,42.9
2,2024-10-18,dinner,1509.0,96.2,179.2,45.3
2,2024-10-19,dinner,129.0,7.7,13.4,5.0
2,2024-10-19,lunch,481.0,24.9,67.1,12.5
2,2024-10-19,breakfast,777.0,58.5,84.1,22.9
2,2024-10-19,snack,1353.0,79.1,183.4,33.7
2,2024-10-20,breakfast,307.0,25.8,29.4,9.6
2,2024-10-20,snack,581.0,31.3,82.7,13.9
2,2024-10-20,dinner,1132.0,74.8,144.3,28.4
2,2024-10-20,lunch,565.0,36.9,67.1,16.6
2,2024-10-21,lunch,748.0,57.4,75.8,23.9
2,2024-10-21,snack,293.0,20.2,35.8,7.7
2,2024-10-21,breakfast,1197.0,83.2,131.3,37.6
2,2024-10-21,dinner,254.0,21.6,22.5,8.6
2,2024-10-22,snack,1044.0,54.8,121.6,37.6
2,2024-10-22,breakfast,1440.0,103.2,169.4,38.9
2,2024-10-24,lunch,1136.0,96.0,102.7,37.9
2,2024-10-24,snack,445.0,36.5,49.6,11.2
2,2024-10-24,breakfast,965.0,48.9,132.1,26.8
2,2024-10-26,snack,1355.0,80.3,158.4,44.5
2,2024-10-26,dinner,1342.0,90.5,157.7,38.8
2,2024-10-27,dinner,1674.0,94.7,234.4,39.7
2,2024-10-27,snack,1030.0,72.3,120.5,28.8
2,2024-10-29,breakfast,801.0,54.1,101.6,19.8
2,2024-10-29,snack,1760.0,132.3,213.3,41.9
2,2024-10-30,breakfast,1135.0,58.3,139.2,38.3
2,2024-10-30,lunch,1780.0,143.2,188.4,50.4
2,2024-10-31,snack,1251.0,89.4,126.1,43.2
2,2024-10-31,lunch,599.0,36.7,69.0,19.6
2,2024-10-31,breakfast,1064.0,86.5,119.0,26.9
2,2024-11-01,snack,1038.0,54.4,118.2,38.6
2,2024-11-01,dinner,555.0,47.1,60.4,13.9
2,2024-11-01,breakfast,119.0,6.1,14.0,4.3
2,2024-11-01,lunch,737.0,56.7,86.4,18.3
2,2024-11-02,lunch,1256.0,96.3,149.8,30.2
2,2024-11-02,dinner,568.0,39.3,70.9,14.2
2,2024-11-02,snack,227.0,15.2,25.8,7.0
2,2024-11-02,breakfast,562.0,34.6,74.7,13.9
2,2024-11-03,breakfast,403.0,24.0,49.1,12.3
2,2024-11-03,dinner,981.0,51.0,139.4,24.4
2,2024-11-03,snack,1415.0,86.4,162.5,46.6
2,2024-11-05,lunch,197.0,14.8,20.8,6.1
2,2024-11-05,breakfast,1638.0,100.8,183.2,55.8
2,2024-11-05,snack,545.0,45.3,52.8,17.0
2,2024-11-05,dinner,147.0,11.1,17.8,3.5
2,2024-11-06,breakfast,250.0,18.2,23.6,9.2
2,2024-11-06,lunch,460.0,27.8,61.8,11.3
2,2024-11-06,dinner,637.0,36.8,81.9,18.0
2,2024-11-06,snack,1242.0,78.3,133.3,44.0
2,2024-11-07,breakfast,955.0,60.4,118.2,26.7
2,2024-11-07,dinner,125.0,8.5,13.4,4.2
2,2024-11-07,snack,168.0,10.5,22.5,4.0
2,2024-11-07,lunch,1274.0,65.7,178.7,33.0
2,2024-11-08,dinner,1890.0,109.1,227.6,60.3
2,2024-11-08,snack,496.0,36.6,48.9,17.1
2,2024-11-08,breakfast,261.0,20.0,24.0,9.4
2,2024-11-09,snack,439.0,33.8,51.9,10.7
2,2024-11-09,dinner,1238.0,100.4,123.0,38.2
2,2024-11-09,lunch,549.0,36.0,57.5,19.4
2,2024-11-09,breakfast,432.0,26.9,54.8,11.7
2,2024-11-11,lunch,1053.0,73.4,133.8,24.9
2,2024-11-11,breakfast,356.0,29.5,34.8,11.0
2,2024-11-11,dinner,1168.0,90.2,141.1,27.0
2,2024-11-12,dinner,161.0,8.1,18.5,6.1
2,2024-11-12,lunch,1186.0,80.6,130.9,37.8
2,2024-11-12,breakfast,1220.0,78.7,120.8,46.9
2,2024-11-13,dinner,2042.0,138.6,256.9,51.1
2,2024-11-13,breakfast,280.0,19.2,28.0,10.1
2,2024-11-14,dinner,885.0,52.1,123.7,20.2
2,2024-11-14,breakfast,427.0,31.0,41.5,15.2
2,2024-11-14,lunch,694.0,53.6,60.5,26.4
2,2024-11-14,snack,637.0,36.8,72.9,22.0
2,2024-11-15,lunch,1255.0,97.9,150.2,29.2
2,2024-11-15,dinner,745.0,50.1,77.0,26.3
2,2024-11-15,breakfast,612.0,49.9,71.9,13.9
2,2024-11-16,lunch,1473.0,113.4,152.1,45.6
2,2024-11-16,snack,463.0,23.4,63.3,12.9
2,2024-11-16,breakfast,708.0,54.1,68.3,24.3
2,2024-11-17,snack,1332.0,70.3,181.5,36.1
2,2024-11-17,lunch,157.0,10.9,19.3,4.0
2,2024-11-17,dinner,1172.0,64.7,164.9,28.2
2,2024-11-19,breakfast,321.0,25.1,37.2,8.0
2,2024-11-19,lunch,2070.0,129.1,281.8,47.4
2,2024-11-19,snack,478.0,39.0,41.9,17.1
2,2024-11-20,lunch,442.0,33.9,53.2,10.4
2,2024-11-20,dinner,1331.0,72.9,158.1,45.2
2,2024-11-20,breakfast,1070.0,55.4,149.0,28.0
2,2024-11-23,snack,917.0,73.3,106.3,22.1
2,2024-11-23,breakfast,556.0,46.7,52.2,17.8
2,2024-11-23,dinner,606.0,42.6,67.2,18.5
2,2024-11-23,lunch,633.0,40.4,85.7,14.3
2,2024-11-24,breakfast,2315.0,137.6,316.5,55.4
2,2024-11-24,snack,305.0,22.3,37.4,7.4
2,2024-11-25,lunch,713.0,47.5,80.7,22.3
2,2024-11-25,dinner,940.0,49.8,133.5,23.0
2,2024-11-25,snack,1030.0,54.0,130.1,32.6
2,2024-11-26,lunch,751.0,45.7,95.0,20.9
2,2024-11-26,breakfast,1739.0,147.1,196.7,40.5
2,2024-11-26,snack,303.0,23.7,29.8,9.9
2,2024-11-27,dinner,1454.0,103.9,179.7,35.5
2,2024-11-27,snack,175.0,12.0,18.5,5.9
2,2024-11-27,breakfast,154.0,8.8,18.4,5.0
2,2024-11-27,lunch,954.0,53.6,117.1,30.1
2,2024-11-28,snack,1373.0,98.3,164.8,35.6
2,2024-11-28,lunch,1283.0,77.2,147.4,42.7
2,2024-11-29,dinner,2139.0,177.6,173.2,81.8
2,2024-11-29,snack,573.0,34.2,74.2,15.5
2,2024-11-30,dinner,1240.0,85.9,140.1,37.3
2,2024-11-30,breakfast,1560.0,127.4,138.4,55.2
2,2024-12-01,dinner,326.0,25.7,36.1,8.8
2,2024-12-01,breakfast,1205.0,66.9,138.9,42.4
2,2024-12-01,snack,1082.0,73.3,132.7,28.7
2,2024-12-02,dinner,1485.0,89.9,174.7,47.4
2,2024-12-02,lunch,1237.0,97.1,133.8,34.8
2,2024-12-03,snack,826.0,56.8,99.3,22.4
2,2024-12-03,dinner,367.0,29.7,30.9,13.8
2,2024-12-03,breakfast,1679.0,95.0,197.1,56.7
2,2024-12-05,dinner,592.0,51.3,53.8,19.1
2,2024-12-05,snack,933.0,68.1,88.4,34.1
2,2024-12-05,lunch,1045.0,54.3,144.0,27.9
2,2024-12-06,lunch,1113.0,59.7,147.8,31.4
2,2024-12-06,snack,380.0,19.9,46.5,12.7
2,2024-12-06,dinner,737.0,43.2,97.8,19.2
2,2024-12-06,breakfast,762.0,59.5,65.0,29.3
2,2024-12-08,snack,927.0,47.7,119.9,28.5
2,2024-12-08,lunch,988.0,77.6,113.1,25.0
2,2024-12-08,breakfast,509.0,39.9,45.0,18.8
2,2024-12-08,dinner,37.0,2.6,4.2,1.1
2,2024-12-09,lunch,822.0,45.3,89.8,31.3
2,2024-12-09,snack,671.0,57.8,55.2,24.3
2,2024-12-09,breakfast,1197.0,63.8,145.5,40.0
2,2024-12-10,dinner,505.0,41.2,55.6,13.1
2,2024-12-10,breakfast,588.0,37.7,76.2,14.7
2,2024-12-10,lunch,466.0,31.8,44.0,18.1
2,2024-12-10,snack,1198.0,60.7,158.8,35.5
2,2024-12-12,lunch,1326.0,95.6,155.9,35.5
2,2024-12-12,breakfast,242.0,18.0,26.8,7.0
2,2024-12-12,snack,607.0,32.9,68.0,22.6
2,2024-12-12,dinner,635.0,51.5,69.0,17.0
2,2024-12-13,breakfast,787.0,53.2,102.5,18.2
2,2024-12-13,dinner,363.0,31.1,39.3,9.1
2,2024-12-13,lunch,1281.0,104.7,121.3,41.9
2,2024-12-15,snack,2145.0,180.2,241.9,50.7
2,2024-12-15,dinner,611.0,51.4,67.2,15.2
2,2024-12-17,breakfast,577.0,40.4,72.4,14.0
2,2024-12-17,snack,581.0,32.2,78.2,15.5
2,2024-12-17,lunch,1424.0,80.7,192.5,36.8
2,2024-12-17,dinner,226.0,15.6,27.8,5.8
2,2024-12-18,dinner,1258.0,100.9,142.4,31.6
2,2024-12-18,snack,149.0,9.7,16.8,4.8
2,2024-12-18,breakfast,1240.0,107.3,99.5,45.9
2,2024-12-20,breakfast,1472.0,100.1,159.1,48.4
2,2024-12-20,lunch,167.0,12.5,18.7,4.7
2,2024-12-20,snack,974.0,68.3,109.1,29.4
2,2024-12-21,breakfast,469.0,24.2,63.1,13.3
2,2024-12-21,dinner,1874.0,112.1,219.9,60.7
2,2024-12-21,snack,528.0,44.4,46.9,18.1
2,2024-12-22,lunch,1332.0,91.6,165.3,33.8
2,2024-12-22,breakfast,1061.0,83.6,104.8,34.2
2,2024-12-22,snack,777.0,56.5,77.3,26.8
2,2024-12-23,breakfast,2642.0,143.6,345.7,76.1
2,2024-12-23,lunch,131.0,8.9,13.3,4.7
2,2024-12-24,breakfast,449.0,35.1,50.4,11.9
2,2024-12-24,lunch,2386.0,157.5,287.7,67.2
2,2024-12-25,breakfast,1256.0,98.9,126.8,39.2
2,2024-12-25,dinner,1504.0,79.6,204.3,40.9
2,2024-12-26,lunch,2353.0,165.5,220.3,90.0
2,2024-12-26,breakfast,274.0,14.8,31.6,9.8
2,2024-12-27,snack,704.0,50.4,79.1,20.7
2,2024-12-27,breakfast,2178.0,159.7,263.9,53.7
2,2024-12-28,snack,840.0,54.6,94.0,27.3
2,2024-12-28,lunch,192.0,13.0,20.1,6.6
2,2024-12-28,dinner,993.0,56.5,139.7,23.1
2,2024-12-28,breakfast,679.0,45.3,81.4,19.1
2,2024-12-29,dinner,858.0,67.5,72.5,33.1
2,2024-12-29,snack,1912.0,105.1,276.9,42.7
2,2024-12-30,lunch,1138.0,97.5,97.0,40.0
2,2024-12-30,dinner,1741.0,93.8,252.7,39.4
2,2024-12-31,breakfast,181.0,10.6,19.5,6.7
2,2024-12-31,snack,2547.0,211.7,222.4,90.1
2,2025-01-01,breakfast,1821.0,109.7,214.3,58.3
2,2025-01-01,lunch,535.0,44.1,44.2,20.2
2,2025-01-01,snack,178.0,9.7,19.8,6.7
2,2025-01-03,breakfast,189.0,13.6,22.4,5.0
2,2025-01-03,dinner,548.0,29.7,63.2,19.6
2,2025-01-03,snack,617.0,53.7,54.6,20.4
2,2025-01-03,lunch,999.0,51.4,135.1,28.1
2,2025-01-05,breakfast,199.0,17.3,15.8,7.4
2,2025-01-05,dinner,833.0,46.7,110.2,22.8
2,2025-01-05,snack,1772.0,124.1,212.4,47.3
2,2025-01-05,lunch,59.0,3.9,6.5,1.9
2,2025-01-06,breakfast,788.0,61.9,66.9,30.3
2,2025-01-06,snack,1004.0,63.9,127.2,26.6
2,2025-01-06,lunch,1101.0,69.2,127.4,34.9
2,2025-01-08,snack,606.0,33.9,73.5,19.6
2,2025-01-08,dinner,1329.0,113.1,150.4,30.6
2,2025-01-08,lunch,917.0,78.4,86.3,28.7
2,2025-01-09,snack,710.0,54.4,86.6,16.2
2,2025-01-09,lunch,216.0,15.1,25.0,6.2
2,2025-01-09,dinner,1153.0,77.0,125.8,38.0
2,2025-01-09,breakfast,745.0,50.1,81.0,24.5
2,2025-01-10,snack,710.0,52.3,89.5,15.9
2,2025-01-10,lunch,879.0,65.6,84.2,31.1
2,2025-01-10,dinner,1111.0,90.9,120.1,29.7
2,2025-01-11,dinner,591.0,31.4,83.3,14.7
2,2025-01-11,snack,780.0,66.1,76.3,23.4
2,2025-01-11,lunch,1279.0,65.9,177.5,33.9
2,2025-01-12,dinner,1685.0,86.3,245.0,40.0
2,2025-01-12,lunch,920.0,61.6,90.7,34.5
2,2025-01-13,lunch,122.0,7.7,12.5,4.6
2,2025-01-13,breakfast,1762.0,118.9,227.7,41.7
2,2025-01-13,dinner,710.0,50.9,70.4,25.0
2,2025-01-13,snack,532.0,42.4,49.2,18.4
2,2025-01-14,breakfast,1611.0,127.9,166.6,48.2
2,2025-01-14,lunch,955.0,62.7,98.6,34.4
2,2025-01-15,dinner,77.0,4.8,10.2,1.9
2,2025-01-15,lunch,1366.0,87.2,139.0,51.3
2,2025-01-15,snack,899.0,74.5,98.7,22.9
2,2025-01-16,snack,110.0,8.6,11.6,3.2
2,2025-01-16,dinner,2169.0,139.5,291.0,49.7
2,2025-01-16,lunch,234.0,17.2,29.6,5.2
2,2025-01-18,snack,69.0,5.7,5.7,2.6
2,2025-01-18,breakfast,1920.0,118.8,209.9,67.3
2,2025-01-18,dinner,584.0,42.8,57.9,20.1
2,2025-01-18,lunch,86.0,6.4,9.3,2.6
2,2025-01-19,dinner,1604.0,114.7,182.5,46.1
2,2025-01-19,breakfast,184.0,10.0,24.3,5.2
2,2025-01-19,lunch,825.0,62.9,87.1,25.0
2,2025-01-19,snack,282.0,20.6,30.7,8.5
2,2025-01-20,dinner,1347.0,78.0,171.1,38.9
2,2025-01-20,snack,344.0,23.0,33.9,13.0
2,2025-01-20,breakfast,874.0,56.9,112.8,21.7
2,2025-01-20,lunch,240.0,17.9,25.8,7.2
2,2025-01-21,lunch,1250.0,99.2,114.5,43.9
2,2025-01-21,dinner,753.0,59.1,75.4,23.9
2,2025-01-21,breakfast,730.0,51.9,86.0,19.8
2,2025-01-22,snack,1429.0,76.2,206.3,33.2
2,2025-01-22,dinner,833.0,61.5,98.5,21.5
2,2025-01-22,breakfast,415.0,23.6,51.0,12.9
2,2025-01-24,breakfast,1364.0,92.6,153.7,42.1
2,2025-01-24,snack,1457.0,82.1,159.0,54.7
2,2025-01-25,dinner,740.0,62.8,70.1,23.2
2,2025-01-25,breakfast,534.0,28.8,70.2,15.4
2,2025-01-25,snack,393.0,19.9,46.3,14.2
2,2025-01-25,lunch,1127.0,94.6,104.6,36.7
2,2025-01-26,lunch,688.0,50.0,62.6,26.4
2,2025-01-26,breakfast,997.0,77.9,117.5,23.9
2,2025-01-26,snack,874.0,55.1,100.3,28.0
2,2025-01-26,dinner,214.0,16.9,19.0,7.9
2,2025-01-27,dinner,1573.0,110.1,158.0,55.6
2,2025-01-27,lunch,250.0,18.8,23.9,8.8
2,2025-01-27,breakfast,473.0,37.9,41.4,17.3
2,2025-01-27,snack,325.0,23.0,32.5,11.5
2,2025-01-28,breakfast,1504.0,129.1,144.2,45.6
2,2025-01-28,snack,1027.0,54.4,134.6,30.1
2,2025-01-29,snack,1392.0,101.5,132.4,50.7
2,2025-01-29,dinner,1134.0,83.9,141.6,25.8
2,2025-01-30,dinner,1270.0,92.2,146.9,34.9
2,2025-01-30,breakfast,1490.0,93.3,199.9,35.3
2,2025-02-01,lunch,1625.0,133.3,167.5,46.8
2,2025-02-01,snack,1020.0,67.1,118.1,31.0
2,2025-02-01,dinner,137.0,7.0,16.0,5.0
2,2025-02-03,snack,539.0,42.8,64.3,12.3
2,2025-02-03,dinner,1889.0,101.6,264.0,47.4
2,2025-02-03,breakfast,77.0,6.1,7.9,2.3
2,2025-02-05,lunch,1034.0,53.7,135.7,30.7
2,2025-02-05,snack,1693.0,102.8,198.4,54.2
2,2025-02-08,dinner,1225.0,76.7,131.8,43.5
2,2025-02-08,breakfast,1691.0,147.2,180.0,42.5
2,2025-02-09,snack,439.0,31.6,50.5,12.3
2,2025-02-09,breakfast,554.0,32.0,69.7,16.4
2,2025-02-09,lunch,1736.0,108.2,213.7,49.9
2,2025-02-10,dinner,473.0,40.8,38.9,17.1
2,2025-02-10,lunch,1482.0,90.4,157.0,54.7
2,2025-02-10,breakfast,526.0,35.7,62.7,14.7
2,2025-02-10,snack,191.0,14.4,22.5,4.8
2,2025-02-11,snack,784.0,50.7,95.2,22.3
2,2025-02-11,dinner,1060.0,68.0,118.1,35.1
2,2025-02-11,lunch,414.0,27.9,45.0,13.6
2,2025-02-11,breakfast,426.0,28.9,53.0,10.9
2,2025-02-12,snack,1846.0,150.0,195.6,51.5
2,2025-02-12,lunch,597.0,51.5,64.5,14.8
2,2025-02-13,snack,583.0,31.8,64.7,21.9
2,2025-02-13,breakfast,1873.0,100.5,261.3,47.3
2,2025-02-13,lunch,368.0,22.1,41.4,12.7
2,2025-02-15,snack,906.0,53.1,98.5,33.3
2,2025-02-15,breakfast,1648.0,90.5,197.1,55.3
2,2025-02-17,dinner,971.0,64.8,115.6,27.7
2,2025-02-17,breakfast,1454.0,76.5,213.6,32.6
2,2025-02-19,dinner,433.0,25.8,60.7,9.6
2,2025-02-19,lunch,94.0,7.1,8.5,3.5
2,2025-02-19,snack,386.0,33.4,37.4,11.4
2,2025-02-19,breakfast,1732.0,105.9,195.6,58.4
2,2025-02-21,lunch,1219.0,89.2,136.1,35.3
2,2025-02-21,breakfast,201.0,17.3,18.7,6.3
2,2025-02-21,dinner,451.0,22.9,62.4,12.2
2,2025-02-21,snack,800.0,62.6,78.1,26.4
2,2025-02-22,lunch,991.0,75.7,93.7,34.8
2,2025-02-22,snack,1610.0,126.2,174.2,45.4
2,2025-02-23,snack,1245.0,103.0,102.2,47.1
2,2025-02-23,breakfast,784.0,40.7,94.0,27.3
2,2025-02-23,dinner,722.0,57.9,82.8,17.7
2,2025-02-24,dinner,1519.0,105.1,170.1,46.5
2,2025-02-24,breakfast,1199.0,83.3,132.7,37.2
2,2025-02-25,breakfast,1120.0,96.5,86.9,43.0
2,2025-02-25,lunch,1116.0,97.5,109.6,31.9
2,2025-02-25,snack,781.0,47.9,106.5,18.2
2,2025-02-27,snack,2168.0,146.5,285.6,48.8
2,2025-02-27,lunch,77.0,6.4,8.5,1.9
2,2025-02-27,dinner,372.0,24.3,37.7,13.8
2,2025-02-28,dinner,1689.0,122.8,209.7,39.9
2,2025-02-28,breakfast,887.0,71.0,90.9,26.6
2,2025-03-01,snack,2043.0,151.2,195.6,72.9
2,2025-03-01,breakfast,849.0,53.7,91.5,29.8
2,2025-03-02,breakfast,1663.0,91.6,209.5,51.0
2,2025-03-02,lunch,261.0,20.0,25.4,8.8
2,2025-03-02,dinner,812.0,55.3,106.2,18.4
2,2025-03-04,dinner,806.0,62.0,90.4,21.8
2,2025-03-04,snack,322.0,18.2,38.1,10.7
2,2025-03-04,lunch,609.0,44.4,61.8,20.5
2,2025-03-04,breakfast,897.0,50.7,97.3,33.9
2,2025-03-05,dinner,1618.0,82.3,206.6,51.4
2,2025-03-05,lunch,1304.0,81.4,168.5,33.8
2,2025-03-06,dinner,675.0,43.1,67.5,25.9
2,2025-03-06,snack,1351.0,75.9,193.9,30.2
2,2025-03-06,lunch,541.0,35.4,69.4,13.5
2,2025-03-08,snack,1771.0,126.9,222.3,41.6
2,2025-03-08,breakfast,290.0,21.1,26.6,11.0
2,2025-03-08,dinner,469.0,34.0,57.8,11.3
2,2025-03-09,breakfast,1325.0,93.4,158.2,35.4
2,2025-03-09,lunch,89.0,4.6,11.7,2.6
2,2025-03-09,snack,662.0,54.8,61.9,21.7
2,2025-03-09,dinner,509.0,33.1,60.0,15.2
2,2025-03-10,snack,1502.0,75.4,186.6,50.4
2,2025-03-10,breakfast,662.0,33.6,87.1,19.9
2,2025-03-10,lunch,333.0,28.6,37.4,7.7
2,2025-03-10,dinner,331.0,19.5,41.8,9.5
2,2025-03-13,breakfast,460.0,33.5,42.9,17.1
2,2025-03-13,snack,786.0,43.0,100.0,23.8
2,2025-03-13,lunch,766.0,59.5,76.7,24.5
2,2025-03-13,dinner,563.0,31.6,62.8,20.6
2,2025-03-14,breakfast,545.0,44.0,53.3,17.3
2,2025-03-14,lunch,1881.0,147.0,164.5,70.5
2,2025-03-15,lunch,329.0,28.3,36.0,8.0
2,2025-03-15,breakfast,658.0,41.8,65.8,25.3
2,2025-03-15,snack,1478.0,121.9,142.0,46.9
2,2025-03-15,dinner,260.0,21.8,26.4,7.5
2,2025-03-17,snack,527.0,36.2,56.6,17.3
2,2025-03-17,breakfast,675.0,40.1,90.7,16.8
2,2025-03-17,dinner,1638.0,127.5,183.9,43.6
2,2025-03-18,dinner,319.0,16.6,39.2,10.7
2,2025-03-18,lunch,1013.0,59.7,137.0,25.1
2,2025-03-18,snack,139.0,11.1,15.0,3.9
2,2025-03-18,breakfast,1307.0,103.3,139.6,37.2
2,2025-03-19,breakfast,527.0,39.3,50.8,18.5
2,2025-03-19,snack,755.0,43.5,101.0,19.7
2,2025-03-19,lunch,993.0,77.9,103.4,29.8
2,2025-03-19,dinner,537.0,28.3,77.2,12.7
2,2025-03-20,breakfast,1606.0,84.9,198.0,52.7
2,2025-03-20,snack,141.0,9.0,15.0,5.0
2,2025-03-20,dinner,831.0,55.2,101.8,22.6
2,2025-03-21,snack,1097.0,66.9,112.6,42.1
2,2025-03-21,breakfast,954.0,55.5,128.5,24.2
2,2025-03-21,lunch,529.0,32.5,58.5,18.3
2,2025-03-22,dinner,564.0,42.8,66.5,14.1
2,2025-03-22,breakfast,758.0,46.6,84.0,26.2
2,2025-03-22,snack,180.0,14.7,21.2,4.0
